model,image_id,response_index,layer,label,category,attention_visual_mass,attention_visual_mass_status,I_visual_write_norm,R_ffn_response_norm,S_ffn_sensitivity,D_direction_cosine,R_signed_q_sum,A_logit_total,A_margin_total
llava_1_5_7b,14038,12,8,REAL,bed,,NOT RUN: raw mass not persisted,2.098069906234741,1.8233325481414795,0.8690523505210876,-0.5481473207473755,1.8233325481414795,-0.06440133601427078,-0.054833706468343735
llava_1_5_7b,14038,12,16,REAL,bed,,NOT RUN: raw mass not persisted,3.6474530696868896,1.7139999866485596,0.4699169397354126,-0.4182136654853821,1.7139999866485596,0.03717288002371788,0.041199665516614914
llava_1_5_7b,14038,12,24,REAL,bed,,NOT RUN: raw mass not persisted,6.446532249450684,1.5729848146438599,0.24400480091571808,-0.0465858019888401,1.5729848146438599,0.003940017893910408,0.015249008312821388
llava_1_5_7b,14038,12,32,REAL,bed,,NOT RUN: raw mass not persisted,9.129515647888184,11.554986000061035,1.2656735181808472,0.13041003048419952,11.554986953735352,-0.01378429401665926,-0.05376109480857849
llava_1_5_7b,14038,114,8,HALL,clock,,NOT RUN: raw mass not persisted,0.4018150269985199,0.305561900138855,0.7604541182518005,-0.4478021264076233,0.305561900138855,-0.0005332157015800476,-0.0005887362640351057
llava_1_5_7b,14038,114,16,HALL,clock,,NOT RUN: raw mass not persisted,4.878640174865723,2.140118360519409,0.4386710822582245,-0.2882460355758667,2.14011812210083,-0.1409139186143875,0.053837306797504425
llava_1_5_7b,14038,114,24,HALL,clock,,NOT RUN: raw mass not persisted,8.299537658691406,1.7302863597869873,0.2084798514842987,-0.03852078318595886,1.7302864789962769,-0.03205432742834091,-0.0038329577073454857
llava_1_5_7b,14038,114,32,HALL,clock,,NOT RUN: raw mass not persisted,7.49734354019165,10.571956634521484,1.4100936651229858,0.14346595108509064,10.571956634521484,-0.19417554140090942,-0.10677775740623474
llava_1_5_7b,22158,27,8,REAL,refrigerator,,NOT RUN: raw mass not persisted,0.8904681205749512,0.7388846278190613,0.8297709822654724,-0.5285862684249878,0.7388845682144165,-0.0015025722095742822,-0.001961957197636366
llava_1_5_7b,22158,27,16,REAL,refrigerator,,NOT RUN: raw mass not persisted,5.325003147125244,2.207376480102539,0.41453054547309875,-0.3352544903755188,2.2073769569396973,0.1326758861541748,0.17198744416236877
llava_1_5_7b,22158,27,24,REAL,refrigerator,,NOT RUN: raw mass not persisted,5.695155620574951,1.37819504737854,0.24199427664279938,-0.09550238400697708,1.3781951665878296,0.001569960848428309,0.010974106378853321
llava_1_5_7b,22158,27,32,REAL,refrigerator,,NOT RUN: raw mass not persisted,7.998321533203125,12.19764518737793,1.5250256061553955,0.09606459736824036,12.19764518737793,-0.18437659740447998,-0.036233339458703995
llava_1_5_7b,22158,109,8,HALL,knife,,NOT RUN: raw mass not persisted,0.5374352335929871,0.4665566682815552,0.8681170344352722,-0.47868478298187256,0.4665566682815552,0.01247061975300312,0.003625646699219942
llava_1_5_7b,22158,109,16,HALL,knife,,NOT RUN: raw mass not persisted,1.5202492475509644,0.6974561810493469,0.458777517080307,-0.3346277177333832,0.6974561810493469,0.02249329350888729,0.007541678845882416
llava_1_5_7b,22158,109,24,HALL,knife,,NOT RUN: raw mass not persisted,4.914651870727539,1.173703908920288,0.23881730437278748,-0.07288584113121033,1.173703908920288,0.001171345473267138,0.02299756370484829
llava_1_5_7b,22158,109,32,HALL,knife,,NOT RUN: raw mass not persisted,5.68917989730835,10.730793952941895,1.8861758708953857,-0.0047339508309960365,10.730792045593262,-0.11364451795816422,0.029710635542869568
llava_1_5_7b,28682,9,8,REAL,microwave,,NOT RUN: raw mass not persisted,1.7827814817428589,1.2965940237045288,0.7272871136665344,-0.4931003451347351,1.296594262123108,-0.01346495933830738,-0.0433744452893734
llava_1_5_7b,28682,9,16,REAL,microwave,,NOT RUN: raw mass not persisted,6.745577335357666,2.6661808490753174,0.39524874091148376,-0.36326244473457336,2.6661808490753174,0.1086394190788269,0.03342022746801376
llava_1_5_7b,28682,9,24,REAL,microwave,,NOT RUN: raw mass not persisted,6.454492092132568,1.779999852180481,0.2757768929004669,-0.05362066626548767,1.779999852180481,-0.010953616350889206,-0.0038115703500807285
