image_id,response_index,prediction_position,words,labels,layer,visual_tokens,targets_in_forward,jvp_chunk_size,jvp_seconds_layer,jvp_memory_before_mib,jvp_peak_allocated_mib,jvp_increment_mib,attention_reconstruction_relative_error,attention_reconstruction_cosine,component_sum_relative_error,response_sum_relative_error,visual_input_norm,visual_response_norm,visual_gain,response_input_cosine,p_normalized_entropy,p_top32_mass,p_max_over_uniform,local_fd_relative_error,local_fd_cosine,delete_relative_error,delete_cosine
408805,24,616,stove,real,1,576,5,all576,0.11289227986708283,14047.9453125,14374.14306640625,326.19775390625,0.0005102340946905315,0.9999999403953552,0.0002501641574781388,0.0004663278232328594,0.4008124768733978,0.5106499791145325,1.2740371227264404,-0.37146255373954773,0.968292236328125,0.18149910867214203,6.2702250480651855,0.015706252306699753,0.9998883605003357,0.5125497579574585,0.9033240675926208
408805,28,620,microwave,real,1,576,5,all576,0.11289227986708283,14047.9453125,14374.14306640625,326.19775390625,0.0005102340946905315,0.9999999403953552,0.0002501641574781388,0.0005040655960328877,0.39584657549858093,0.49910539388656616,1.2608556747436523,-0.3750312328338623,0.9688335657119751,0.17991924285888672,6.62939977645874,0.012455766089260578,0.9999231100082397,0.5041216015815735,0.9083473682403564
408805,34,626,sink,real,1,576,5,all576,0.11289227986708283,14047.9453125,14374.14306640625,326.19775390625,0.0005102340946905315,0.9999999403953552,0.0002501641574781388,0.0009847193723544478,0.3906225562095642,0.4826786518096924,1.2356650829315186,-0.37358716130256653,0.9710936546325684,0.17275883257389069,7.097632884979248,0.018641676753759384,0.9998313784599304,0.4817117154598236,0.9221616983413696
408805,76,668,bottle,hall,1,576,5,all576,0.11289227986708283,14047.9453125,14374.14306640625,326.19775390625,0.0005102340946905315,0.9999999403953552,0.0002501641574781388,0.0005081476410850883,0.3355472981929779,0.36469897627830505,1.0868779420852661,-0.013465221971273422,0.9810275435447693,0.1442342847585678,4.784719467163086,0.014775373972952366,0.9998937845230103,0.3357914388179779,0.960520327091217
408805,100,692,cup,hall,1,576,5,all576,0.11289227986708283,14047.9453125,14374.14306640625,326.19775390625,0.0005102340946905315,0.9999999403953552,0.0002501641574781388,0.00048050840268842876,0.35468074679374695,0.3947419822216034,1.112950086593628,-0.3878946006298065,0.9834868311882019,0.12829230725765228,3.0613229274749756,0.025563543662428856,0.9997925758361816,0.31333127617836,0.9807084798812866
408805,24,616,stove,real,2,576,5,all576,0.007998418062925339,14030.1328125,14356.33056640625,326.19775390625,0.0005689350655302405,0.9999998211860657,0.0003083650371991098,0.000644590996671468,0.29135391116142273,0.22778241336345673,0.7818065881729126,-0.17613627016544342,0.9696499705314636,0.18544894456863403,12.02458667755127,0.02868756838142872,0.9996050596237183,0.29404014348983765,0.9563186764717102
408805,28,620,microwave,real,2,576,5,all576,0.007998418062925339,14030.1328125,14356.33056640625,326.19775390625,0.0005689350655302405,0.9999998211860657,0.0003083650371991098,0.0006594138103537261,0.28150850534439087,0.2257801741361618,0.8020367622375488,-0.18294520676136017,0.9688982367515564,0.19302690029144287,12.518742561340332,0.029317457228899002,0.9995783567428589,0.2789232134819031,0.9603676199913025
408805,34,626,sink,real,2,576,5,all576,0.007998418062925339,14030.1328125,14356.33056640625,326.19775390625,0.0005689350655302405,0.9999998211860657,0.0003083650371991098,0.0006681249942630529,0.28513360023498535,0.23352062702178955,0.818986713886261,-0.18161913752555847,0.9694862365722656,0.19044139981269836,11.993929862976074,0.03239643946290016,0.9995064735412598,0.2534014582633972,0.9680308103561401
408805,76,668,bottle,hall,2,576,5,all576,0.007998418062925339,14030.1328125,14356.33056640625,326.19775390625,0.0005689350655302405,0.9999998211860657,0.0003083650371991098,0.0007235156954266131,0.244272381067276,0.21314869821071625,0.8725861310958862,-0.13581854104995728,0.9636682868003845,0.20605908334255219,14.516407012939453,0.03211299329996109,0.9994844794273376,0.2679792046546936,0.9635268449783325
408805,100,692,cup,hall,2,576,5,all576,0.007998418062925339,14030.1328125,14356.33056640625,326.19775390625,0.0005689350655302405,0.9999998211860657,0.0003083650371991098,0.0008928474853746593,0.26411494612693787,0.22869394719600677,0.8658879399299622,-0.14365708827972412,0.9646931290626526,0.20548135042190552,13.205854415893555,0.02775300107896328,0.9996298551559448,0.1443735510110855,0.989567756652832
408805,24,616,stove,real,3,576,5,all576,0.007977019064128399,14013.1328125,14339.33056640625,326.19775390625,0.00040237128268927336,0.9999999403953552,0.00028806901536881924,0.0007040392374619842,0.4565984010696411,0.2876063585281372,0.6298891305923462,0.042241912335157394,0.7573850154876709,0.5755531787872314,74.36553955078125,0.07302487641572952,0.997524619102478,0.08207881450653076,0.9967328906059265
408805,28,620,microwave,real,3,576,5,all576,0.007977019064128399,14013.1328125,14339.33056640625,326.19775390625,0.00040237128268927336,0.9999999403953552,0.00028806901536881924,0.0007340683951042593,0.4407120645046234,0.2594444751739502,0.5886938571929932,0.048837028443813324,0.7509638071060181,0.5792533755302429,76.95247650146484,0.06011442840099335,0.9981987476348877,0.08417743444442749,0.9966068863868713
408805,34,626,sink,real,3,576,5,all576,0.007977019064128399,14013.1328125,14339.33056640625,326.19775390625,0.00040237128268927336,0.9999999403953552,0.00028806901536881924,0.0006615800084546208,0.42397162318229675,0.23021572828292847,0.5429979562759399,0.035245656967163086,0.7452179789543152,0.5842893719673157,80.95345306396484,0.06996152549982071,0.9975766539573669,0.0813060775399208,0.9968221783638
408805,76,668,bottle,hall,3,576,5,all576,0.007977019064128399,14013.1328125,14339.33056640625,326.19775390625,0.00040237128268927336,0.9999999403953552,0.00028806901536881924,0.0007708093617111444,0.3968709111213684,0.19882091879844666,0.500971257686615,0.0308082178235054,0.7419912219047546,0.5730347037315369,94.18119812011719,0.09490437805652618,0.9959844350814819,0.07292607426643372,0.9973453283309937
408805,100,692,cup,hall,3,576,5,all576,0.007977019064128399,14013.1328125,14339.33056640625,326.19775390625,0.00040237128268927336,0.9999999403953552,0.00028806901536881924,0.0007634319481439888,0.3518541753292084,0.19377490878105164,0.5507250428199768,0.006214268505573273,0.6836234927177429,0.6476984620094299,114.71054077148438,0.11387143284082413,0.9942566156387329,0.07316651195287704,0.9973573684692383
408805,24,616,stove,real,4,576,5,all576,0.007959213107824326,13996.1328125,14322.33056640625,326.19775390625,0.0004926710389554501,1.0,0.00030655431328341365,0.0008948191534727812,0.31179866194725037,0.1767527312040329,0.566881000995636,-0.17945437133312225,0.7599766850471497,0.5690740346908569,78.51034545898438,0.10669826716184616,0.9943021535873413,0.08016495406627655,0.996878445148468
408805,28,620,microwave,real,4,576,5,all576,0.007959213107824326,13996.1328125,14322.33056640625,326.19775390625,0.0004926710389554501,1.0,0.00030655431328341365,0.0009027572232298553,0.2960442304611206,0.16870830953121185,0.5698753595352173,-0.20589128136634827,0.749476432800293,0.5875856876373291,76.92394256591797,0.11308389157056808,0.9935932159423828,0.07333841919898987,0.9973655939102173
408805,34,626,sink,real,4,576,5,all576,0.007959213107824326,13996.1328125,14322.33056640625,326.19775390625,0.0004926710389554501,1.0,0.00030655431328341365,0.0009181341156363487,0.29220032691955566,0.1668599545955658,0.5710464119911194,-0.20798364281654358,0.7449054718017578,0.5929253101348877,79.38103485107422,0.11387559771537781,0.9934976100921631,0.06964319199323654,0.9976097345352173
408805,76,668,bottle,hall,4,576,5,all576,0.007959213107824326,13996.1328125,14322.33056640625,326.19775390625,0.0004926710389554501,1.0,0.00030655431328341365,0.0010657188249751925,0.23774346709251404,0.1479877084493637,0.6224680542945862,-0.08020806312561035,0.6856874823570251,0.6780263781547546,103.88774108886719,0.14107827842235565,0.9900071620941162,0.053646381944417953,0.9985604882240295
408805,100,692,cup,hall,4,576,5,all576,0.007959213107824326,13996.1328125,14322.33056640625,326.19775390625,0.0004926710389554501,1.0,0.00030655431328341365,0.0008510058978572488,0.29146093130111694,0.19496038556098938,0.6689074635505676,-0.19338148832321167,0.7384210228919983,0.598989725112915,89.24082946777344,0.13000258803367615,0.9915200471878052,0.07044835388660431,0.9975494146347046
408805,24,616,stove,real,5,576,5,all576,0.008233998902142048,13979.1328125,14305.33056640625,326.19775390625,0.0006137803429737687,0.9999997615814209,0.0002946902241092175,0.0010181646794080734,0.24397769570350647,0.1446753591299057,0.592985987663269,-0.19646307826042175,0.7068659067153931,0.6378340721130371,92.72877502441406,0.17053280770778656,0.9854127168655396,0.044815316796302795,0.9989954829216003
408805,28,620,microwave,real,5,576,5,all576,0.008233998902142048,13979.1328125,14305.33056640625,326.19775390625,0.0006137803429737687,0.9999997615814209,0.0002946902241092175,0.001129676471464336,0.22531239688396454,0.1288250833749771,0.5717620849609375,-0.1610431671142578,0.6807690858840942,0.6717530488967896,99.99270629882812,0.19159790873527527,0.9814757108688354,0.04652886837720871,0.9989209771156311
